,FG,distance,angle,area,ForceX,ForceY,ForceZ,TimeStamp
104,0,,,,15,11,12,4.432616472244263
105,0,,,,15,11,12,4.478857755661011
106,0,,,,13,18,14,4.52227258682251
107,0,,,,15,12,10,4.566388845443726
108,0,,,,19,11,11,4.6098058223724365
109,0,,,,19,14,13,4.651262283325195
110,0,,,,14,12,19,4.6955955028533936
111,0,,,,15,14,19,4.739729166030884
112,0,,,,17,19,18,4.782816410064697
113,0,,,,17,19,18,4.8245275020599365
114,0,,,,10,18,19,4.870076417922974
115,0,,,,10,11,12,4.91255521774292
116,0,,,,16,19,17,4.955054044723511
117,0,,,,12,12,13,4.998719930648804
118,0,,,,12,13,15,5.040564298629761
119,0,,,,15,14,11,5.082892179489136
120,0,,,,15,14,11,5.124598503112793
121,0,,,,19,11,16,5.16413688659668
122,0,,,,12,11,12,5.2039384841918945
123,0,,,,18,11,17,5.245874404907227
124,0,,,,19,16,14,5.286423921585083
125,0,,,,19,16,14,5.3296284675598145
126,0,,,,13,12,12,5.373735427856445
127,0,,,,13,16,16,5.414827108383179
128,0,,,,12,18,16,5.459690093994141
129,0,,,,17,15,15,5.5011022090911865
130,0,,,,12,19,10,5.544872999191284
131,0,,,,17,12,12,5.587768316268921
132,0,,,,17,12,12,5.632894039154053
133,0,,,,16,11,12,5.678670883178711
134,0,,,,14,13,17,5.722918272018433
135,0,,,,16,11,16,5.768171548843384
136,0,,,,18,12,10,5.8116583824157715
137,0,,,,14,12,12,5.852768182754517
138,0,,,,10,12,11,5.895601749420166
139,0,,,,11,16,13,5.93725848197937
140,0,,,,11,16,13,5.9779441356658936
141,0,,,,13,13,16,6.019668817520142
142,0,,,,13,19,14,6.06196403503418
143,0,,,,13,18,15,6.104853391647339
144,0,,,,13,11,17,6.148834943771362
145,0,,,,17,12,18,6.19122052192688
146,0,,,,17,12,18,6.234131097793579
147,0,,,,10,15,19,6.274960041046143
148,0,,,,13,17,19,6.314903736114502
149,0,,,,16,13,15,6.355113983154297
150,0,,,,19,11,10,6.397936820983887
151,0,,,,12,17,16,6.443185806274414
152,0,,,,12,17,16,6.48566460609436
153,0,,,,17,19,15,6.531025409698486
154,0,,,,15,16,10,6.575992822647095
155,0,,,,19,18,15,6.617427110671997
156,0,,,,14,13,18,6.659792423248291
157,0,,,,11,18,15,6.702861785888672
158,0,,,,10,11,12,6.746681213378906
159,0,,,,10,14,13,6.791715383529663
160,0,,,,10,14,13,6.832428216934204
161,0,,,,17,19,13,6.878591775894165
162,0,,,,17,18,14,6.924574136734009
163,0,,,,17,18,19,6.970496892929077
164,0,,,,19,19,19,7.015110731124878
165,0,,,,12,15,11,7.05891752243042
166,0,,,,15,17,18,7.100142240524292
167,0,,,,15,17,18,7.142639636993408
168,0,,,,12,19,13,7.183956623077393
169,0,,,,14,19,15,7.225561141967773
170,0,,,,12,14,16,7.268316030502319
