,FG,distance,angle,area,ForceX,ForceY,ForceZ,TimeStamp
118,0,,,,17,13,17,5.090954303741455
119,0,,,,19,15,16,5.133455991744995
120,0,,,,19,15,16,5.173933744430542
121,0,,,,15,10,18,5.215060710906982
122,0,,,,15,16,14,5.258814096450806
123,0,,,,19,19,14,5.302507162094116
124,0,,,,18,15,16,5.343179702758789
125,0,,,,18,17,13,5.3832714557647705
126,0,,,,18,17,13,5.4220664501190186
127,0,,,,13,19,14,5.464146137237549
128,0,,,,10,16,11,5.509276628494263
129,0,,,,18,19,14,5.552746772766113
130,0,,,,14,13,11,5.592349052429199
131,0,,,,14,17,11,5.632139682769775
132,0,,,,14,17,11,5.674995422363281
133,0,,,,14,15,12,5.718446254730225
134,0,,,,10,16,15,5.764011383056641
135,0,,,,17,11,10,5.806843042373657
136,0,,,,19,10,12,5.84659481048584
137,0,,,,11,11,13,5.888289928436279
138,0,,,,18,12,16,5.930646896362305
139,0,,,,18,12,16,5.971188306808472
140,0,,,,19,14,11,6.013513088226318
141,0,,,,15,13,11,6.055247068405151
142,0,,,,12,11,10,6.096197605133057
143,0,,,,15,16,14,6.136977434158325
144,0,,,,10,15,16,6.182192325592041
145,0,,,,10,15,16,6.227291107177734
146,0,,,,18,14,13,6.273575067520142
147,0,,,,12,12,17,6.3209333419799805
148,0,,,,17,16,10,6.366650342941284
149,0,,,,13,18,17,6.413301944732666
