,FG,distance,angle,area,ForceX,ForceY,ForceZ,TimeStamp
156,0,,,,19,13,15,6.696366310119629
157,0,,,,19,18,15,6.742431402206421
158,0,,,,18,18,15,6.784146785736084
159,0,,,,19,16,10,6.827696323394775
160,0,,,,10,11,18,6.872032165527344
161,0,,,,19,17,14,6.91998815536499
162,0,,,,19,17,14,6.9638352394104
163,0,,,,13,19,11,7.003899812698364
164,0,,,,10,12,13,7.049461603164673
165,0,,,,17,12,16,7.094275236129761
166,0,,,,16,10,17,7.135824203491211
167,0,,,,15,12,16,7.177547216415405
168,0,,,,13,12,11,7.220717906951904
169,0,,,,13,12,11,7.264154434204102
170,0,,,,18,18,11,7.308075189590454
171,0,,,,10,18,14,7.349683046340942
172,0,,,,15,12,11,7.393423795700073
173,0,,,,15,16,10,7.436899900436401
174,0,,,,19,11,17,7.479206323623657
175,0,,,,19,11,17,7.521362781524658
176,0,,,,19,11,17,7.564528942108154
177,0,,,,16,11,13,7.609610080718994
178,0,,,,16,18,10,7.652789831161499
179,0,,,,10,15,18,7.698217391967773
180,0,,,,13,15,12,7.740973949432373
181,0,,,,10,16,17,7.783546447753906
182,0,,,,12,19,18,7.824624538421631
183,0,,,,12,19,18,7.866377830505371
184,0,,,,10,16,16,7.9068663120269775
185,0,,,,12,13,11,7.9527366161346436
186,0,,,,11,10,18,7.995883226394653
187,0,,,,15,12,19,8.039632320404053
188,0,,,,17,10,12,8.085016012191772
